sample	cov_1	cov_2	cov_3	cov_4	cov_5	cov_6	cov_7	cov_8	cov_9	cov_10	cov_11	cov_12	cov_13	cov_14	cov_15	cov_16	cov_17	cov_18	cov_19	cov_20	cov_21	cov_22	cov_23	cov_24	cov_25	cov_26	cov_27	cov_28	cov_29	cov_30	cov_31	cov_32	cov_33	cov_34	cov_35	cov_36	cov_37	cov_38	cov_39	cov_40	m1A.V1	m1A.V2	m1A.V3	m1A.V4	m1A.V5	m1A.V6	m1A.V7	m1A.V8	m1A.V9	m1A.V10	m1A.V11	m1A.V12	m1A.V13	m1A.V14	m1A.V15	m1A.V16	m1A.V17	m1A.V18	m1A.V19	m1A.V20	m1A.V21	m1A.V22	m1A.V23	m1A.V24	m1A.V25	m1A.V26	m1A.V27	m1A.V28	m1A.V29	m1A.V30	m1A.V31	m1A.V32	m1A.V33	m1A.V34	m1A.V35	m1A.V36	m1A.V37	m1A.V38	m1A.V39	m1A.V40	m6A.V1	m6A.V2	m6A.V3	m6A.V4	m6A.V5	m6A.V6	m6A.V7	m6A.V8	m6A.V9	m6A.V10	m6A.V11	m6A.V12	m6A.V13	m6A.V14	m6A.V15	m6A.V16	m6A.V17	m6A.V18	m6A.V19	m6A.V20	m6A.V21	m6A.V22	m6A.V23	m6A.V24	m6A.V25	m6A.V26	m6A.V27	m6A.V28	m6A.V29	m6A.V30	m6A.V31	m6A.V32	m6A.V33	m6A.V34	m6A.V35	m6A.V36	m6A.V37	m6A.V38	m6A.V39	m6A.V40	m5C.V1	m5C.V2	m5C.V3	m5C.V4	m5C.V5	m5C.V6	m5C.V7	m5C.V8	m5C.V9	m5C.V10	m5C.V11	m5C.V12	m5C.V13	m5C.V14	m5C.V15	m5C.V16	m5C.V17	m5C.V18	m5C.V19	m5C.V20	m5C.V21	m5C.V22	m5C.V23	m5C.V24	m5C.V25	m5C.V26	m5C.V27	m5C.V28	m5C.V29	m5C.V30	m5C.V31	m5C.V32	m5C.V33	m5C.V34	m5C.V35	m5C.V36	m5C.V37	m5C.V38	m5C.V39	m5C.V40	Nm.V1	Nm.V2	Nm.V3	Nm.V4	Nm.V5	Nm.V6	Nm.V7	Nm.V8	Nm.V9	Nm.V10	Nm.V11	Nm.V12	Nm.V13	Nm.V14	Nm.V15	Nm.V16	Nm.V17	Nm.V18	Nm.V19	Nm.V20	Nm.V21	Nm.V22	Nm.V23	Nm.V24	Nm.V25	Nm.V26	Nm.V27	Nm.V28	Nm.V29	Nm.V30	Nm.V31	Nm.V32	Nm.V33	Nm.V34	Nm.V35	Nm.V36	Nm.V37	Nm.V38	Nm.V39	Nm.V40	m7G.V1	m7G.V2	m7G.V3	m7G.V4	m7G.V5	m7G.V6	m7G.V7	m7G.V8	m7G.V9	m7G.V10	m7G.V11	m7G.V12	m7G.V13	m7G.V14	m7G.V15	m7G.V16	m7G.V17	m7G.V18	m7G.V19	m7G.V20	m7G.V21	m7G.V22	m7G.V23	m7G.V24	m7G.V25	m7G.V26	m7G.V27	m7G.V28	m7G.V29	m7G.V30	m7G.V31	m7G.V32	m7G.V33	m7G.V34	m7G.V35	m7G.V36	m7G.V37	m7G.V38	m7G.V39	m7G.V40	Pseudo.V1	Pseudo.V2	Pseudo.V3	Pseudo.V4	Pseudo.V5	Pseudo.V6	Pseudo.V7	Pseudo.V8	Pseudo.V9	Pseudo.V10	Pseudo.V11	Pseudo.V12	Pseudo.V13	Pseudo.V14	Pseudo.V15	Pseudo.V16	Pseudo.V17	Pseudo.V18	Pseudo.V19	Pseudo.V20	Pseudo.V21	Pseudo.V22	Pseudo.V23	Pseudo.V24	Pseudo.V25	Pseudo.V26	Pseudo.V27	Pseudo.V28	Pseudo.V29	Pseudo.V30	Pseudo.V31	Pseudo.V32	Pseudo.V33	Pseudo.V34	Pseudo.V35	Pseudo.V36	Pseudo.V37	Pseudo.V38	Pseudo.V39	Pseudo.V40	otherMod.V1	otherMod.V2	otherMod.V3	otherMod.V4	otherMod.V5	otherMod.V6	otherMod.V7	otherMod.V8	otherMod.V9	otherMod.V10	otherMod.V11	otherMod.V12	otherMod.V13	otherMod.V14	otherMod.V15	otherMod.V16	otherMod.V17	otherMod.V18	otherMod.V19	otherMod.V20	otherMod.V21	otherMod.V22	otherMod.V23	otherMod.V24	otherMod.V25	otherMod.V26	otherMod.V27	otherMod.V28	otherMod.V29	otherMod.V30	otherMod.V31	otherMod.V32	otherMod.V33	otherMod.V34	otherMod.V35	otherMod.V36	otherMod.V37	otherMod.V38	otherMod.V39	otherMod.V40	RNA-editing.V1	RNA-editing.V2	RNA-editing.V3	RNA-editing.V4	RNA-editing.V5	RNA-editing.V6	RNA-editing.V7	RNA-editing.V8	RNA-editing.V9	RNA-editing.V10	RNA-editing.V11	RNA-editing.V12	RNA-editing.V13	RNA-editing.V14	RNA-editing.V15	RNA-editing.V16	RNA-editing.V17	RNA-editing.V18	RNA-editing.V19	RNA-editing.V20	RNA-editing.V21	RNA-editing.V22	RNA-editing.V23	RNA-editing.V24	RNA-editing.V25	RNA-editing.V26	RNA-editing.V27	RNA-editing.V28	RNA-editing.V29	RNA-editing.V30	RNA-editing.V31	RNA-editing.V32	RNA-editing.V33	RNA-editing.V34	RNA-editing.V35	RNA-editing.V36	RNA-editing.V37	RNA-editing.V38	RNA-editing.V39	RNA-editing.V40
NR_146151_____1|10728|same	0.925925925925926	0.962962962962963	1	1	1	1	0.962962962962963	0.962962962962963	0.925925925925926	0.814814814814815	0.703703703703704	0.666666666666667	0.666666666666667	0.666666666666667	0.62962962962963	0.444444444444444	0.407407407407407	0.407407407407407	0.333333333333333	0.296296296296296	0.296296296296296	0.296296296296296	0.296296296296296	0.296296296296296	0.296296296296296	0.296296296296296	0.333333333333333	0.333333333333333	0.333333333333333	0.296296296296296	0.333333333333333	0.333333333333333	0.407407407407407	0.481481481481481	0.481481481481481	0.444444444444444	0.481481481481481	0.518518518518518	0.518518518518518	0.481481481481481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_146119_____1|1501|diff	0.36	0.46	0.5	0.56	0.56	0.6	0.58	0.56	0.56	0.56	0.56	0.56	0.56	0.56	0.56	0.56	0.5	0.5	0.44	0.28	0.32	0.34	0.32	0.36	0.46	0.5	0.66	0.78	0.9	0.96	1	1	1	1	1	1	1	1	0.98	0.92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_146119_____1|1764|same	0.06	0.05	0.03	0.03	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0.02	0	0.01	0.01	0.04	0.04	0.07	0.08	0.1	0.14	0.22	0.23	0.29	0.39	0.48	0.6	0.64	0.69	0.76	0.77	0.78	0.78	0.82	0.83	0.86	0.86	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_146144_____1|3914|diff	0	0	0	0	0	0	0	0	0	0.0125	0.025	0.025	0.025	0.0375	0.0375	0.0375	0.0375	0.0375	0.0375	0.05	0.05	0.075	0.1	0.1	0.125	0.1375	0.1875	0.2125	0.2625	0.2875	0.325	0.475	0.5	0.5125	0.55	0.5625	0.8375	0.9375	0.9375	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_145819_____1|3925|diff	0.0102040816326531	0.0102040816326531	0.0102040816326531	0.0204081632653061	0.0204081632653061	0.0204081632653061	0.0204081632653061	0.0204081632653061	0.0204081632653061	0.0306122448979592	0.0306122448979592	0.0306122448979592	0.0306122448979592	0.0306122448979592	0.0306122448979592	0.0204081632653061	0.0306122448979592	0.0306122448979592	0.0408163265306122	0.0510204081632653	0.0510204081632653	0.0510204081632653	0.0612244897959184	0.0714285714285714	0.0918367346938776	0.102040816326531	0.183673469387755	0.214285714285714	0.255102040816327	0.275510204081633	0.295918367346939	0.642857142857143	0.663265306122449	0.693877551020408	0.714285714285714	0.724489795918367	0.908163265306122	0.969387755102041	0.969387755102041	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_146117_____1|10786|same	1	0.972222222222222	0.75	0.666666666666667	0.638888888888889	0.583333333333333	0.527777777777778	0.5	0.5	0.5	0.472222222222222	0.222222222222222	0.194444444444444	0.166666666666667	0.166666666666667	0.138888888888889	0.138888888888889	0.138888888888889	0.138888888888889	0.111111111111111	0.138888888888889	0.138888888888889	0.138888888888889	0.222222222222222	0.222222222222222	0.222222222222222	0.166666666666667	0.166666666666667	0.194444444444444	0.194444444444444	0.194444444444444	0.194444444444444	0.222222222222222	0.25	0.25	0.25	0.25	0.222222222222222	0.25	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_146119_____1|106|same	0.347826086956522	0.347826086956522	0.173913043478261	0.0869565217391304	0.0869565217391304	0.0869565217391304	0.0869565217391304	0.0869565217391304	0.0869565217391304	0.0434782608695652	0.0434782608695652	0.0434782608695652	0.0434782608695652	0.0434782608695652	0.0869565217391304	0.0869565217391304	0.0869565217391304	0.0869565217391304	0.0869565217391304	0.130434782608696	0.130434782608696	0.130434782608696	0.130434782608696	0.173913043478261	0.173913043478261	0.217391304347826	0.217391304347826	0.304347826086957	0.434782608695652	0.434782608695652	0.434782608695652	0.608695652173913	0.739130434782609	0.869565217391304	0.869565217391304	0.869565217391304	0.91304347826087	0.956521739130435	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_046235_____3|10775|same	1	1	0.925925925925926	0.925925925925926	0.962962962962963	0.962962962962963	0.925925925925926	0.666666666666667	0.666666666666667	0.62962962962963	0.62962962962963	0.555555555555556	0.555555555555556	0.555555555555556	0.555555555555556	0.481481481481481	0.259259259259259	0.222222222222222	0.222222222222222	0.185185185185185	0.185185185185185	0.222222222222222	0.222222222222222	0.259259259259259	0.222222222222222	0.222222222222222	0.222222222222222	0.185185185185185	0.222222222222222	0.222222222222222	0.222222222222222	0.222222222222222	0.222222222222222	0.259259259259259	0.222222222222222	0.222222222222222	0.222222222222222	0.259259259259259	0.259259259259259	0.296296296296296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_146151_____1|5397|same	0.00769230769230769	0.00769230769230769	0.00769230769230769	0.00769230769230769	0.00769230769230769	0.00769230769230769	0.00769230769230769	0.00769230769230769	0.00769230769230769	0.0153846153846154	0.0153846153846154	0.0230769230769231	0.0230769230769231	0.0230769230769231	0.0230769230769231	0.0153846153846154	0.0153846153846154	0.0384615384615385	0.0384615384615385	0.0692307692307692	0.161538461538462	0.215384615384615	0.223076923076923	0.276923076923077	0.346153846153846	0.392307692307692	0.430769230769231	0.469230769230769	0.492307692307692	0.584615384615385	0.6	0.6	0.6	0.615384615384615	0.607692307692308	0.615384615384615	0.653846153846154	0.707692307692308	0.8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_146154_____1|2849|same	1	0.958333333333333	0.916666666666667	0.708333333333333	0.625	0.625	0.541666666666667	0.541666666666667	0.583333333333333	0.666666666666667	0.541666666666667	0.583333333333333	0.541666666666667	0.583333333333333	0.541666666666667	0.583333333333333	0.583333333333333	0.541666666666667	0.5	0.416666666666667	0.458333333333333	0.5	0.541666666666667	0.541666666666667	0.583333333333333	0.625	0.666666666666667	0.666666666666667	0.583333333333333	0.583333333333333	0.583333333333333	0.5	0.416666666666667	0.416666666666667	0.458333333333333	0.541666666666667	0.5	0.5	0.5	0.541666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_003286_____4|1765|same	0.0833333333333333	0.0520833333333333	0.0520833333333333	0.0520833333333333	0.0520833333333333	0.0520833333333333	0.0520833333333333	0.0520833333333333	0.0520833333333333	0.0520833333333333	0.0520833333333333	0.0520833333333333	0.0625	0.0625	0.0729166666666667	0.0729166666666667	0.0520833333333333	0.0416666666666667	0.0520833333333333	0.0625	0.0625	0.15625	0.208333333333333	0.21875	0.270833333333333	0.375	0.416666666666667	0.520833333333333	0.541666666666667	0.583333333333333	0.666666666666667	0.697916666666667	0.708333333333333	0.708333333333333	0.75	0.739583333333333	0.770833333333333	0.78125	0.822916666666667	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR_003287_____4|2867|same	0.72	0.6	0.6	0.6	0.6	0.52	0.52	0.44	0.28	0.28	0.28	0.2	0.2	0.2	0.16	0.08	0.04	0.08	0.12	0.16	0.16	0.16	0.2	0.24	0.24	0.28	0.28	0.32	0.36	0.32	0.4	0.52	0.76	0.88	0.96	0.96	0.96	0.96	0.96	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
